Region,Country,Year,Month_nbr,Quarter_desc,Month_desc,Product_line,Sale_Amount,Sale_Plan
America,USA,1983,11,Q4,November,Hardware,1448,3652
America,USA,1984,11,Q4,November,Computers,1241,8800
America,USA,1985,11,Q4,November,Furniture,1036,1679
America,USA,1986,11,Q4,November,Home,1207,8426
America,USA,1987,11,Q4,November,Grossery,1122,8316
America,USA,1988,11,Q4,November,Electronics,1275,9348
America,USA,1989,11,Q4,November,Electronics,835,8831
America,USA,1990,11,Q4,November,Hardware,1369,5838
America,USA,1991,11,Q4,November,Computers,1310,4902
America,USA,1992,11,Q4,November,Furniture,1418,5341
America,USA,1993,11,Q4,November,Home,961,4904
America,USA,1994,11,Q4,November,Grossery,1181,283
America,USA,1995,11,Q4,November,Electronics,1396,4718
America,USA,1996,11,Q4,November,Electronics,992,5469
America,USA,1997,11,Q4,November,Hardware,1077,5381
America,USA,1998,11,Q4,November,Computers,972,7960
America,USA,1999,11,Q4,November,Furniture,1043,4164
America,USA,2000,11,Q4,November,Home,1219,1504
America,USA,2001,11,Q4,November,Grossery,1418,3497
America,USA,2002,11,Q4,November,Electronics,846,2649
America,USA,2003,11,Q4,November,Electronics,906,6414
America,USA,2004,11,Q4,November,Hardware,865,1750
America,USA,2005,11,Q4,November,Computers,1185,5626
America,USA,2006,11,Q4,November,Furniture,1403,8291
America,USA,2007,11,Q4,November,Home,1457,1618
America,USA,2008,11,Q4,November,Grossery,1145,3194
America,USA,2009,11,Q4,November,Electronics,1063,5867
America,USA,2010,11,Q4,November,Electronics,1025,8269
America,USA,2011,11,Q4,November,Hardware,1202,9491
America,USA,2012,11,Q4,November,Computers,980,8409
America,USA,2013,11,Q4,November,Furniture,1439,7244
America,USA,2014,11,Q4,November,Home,1417,2415
America,USA,2015,11,Q4,November,Grossery,979,7066
America,USA,2016,11,Q4,November,Electronics,1059,4306
America,USA,2017,11,Q4,November,Electronics,1419,4105
America,USA,1960,12,Q4,December,Electronics,1029,622
America,USA,1961,12,Q4,December,Electronics,915,5492
America,USA,1962,12,Q4,December,Hardware,1067,3133
America,USA,1963,12,Q4,December,Computers,1439,7455
America,USA,1964,12,Q4,December,Furniture,1221,2203
America,USA,1965,12,Q4,December,Home,1234,969
America,USA,1966,12,Q4,December,Grossery,1480,193
America,USA,1967,12,Q4,December,Electronics,1298,9742
America,USA,1968,12,Q4,December,Electronics,1183,6991
America,USA,1969,12,Q4,December,Hardware,982,671
America,USA,1970,12,Q4,December,Computers,1482,2056
America,USA,1971,12,Q4,December,Furniture,946,9793
America,USA,1972,12,Q4,December,Home,1346,2703
America,USA,1973,12,Q4,December,Grossery,1022,6530
America,USA,1974,12,Q4,December,Electronics,914,7093
America,USA,1975,12,Q4,December,Electronics,1295,1768
America,USA,1976,12,Q4,December,Hardware,981,7883
America,USA,1977,12,Q4,December,Computers,830,1953
America,USA,1978,12,Q4,December,Furniture,1068,4657
America,USA,1979,12,Q4,December,Home,846,3920
America,USA,1980,12,Q4,December,Grossery,1375,7046
America,USA,1981,12,Q4,December,Electronics,921,1070
America,USA,1982,12,Q4,December,Electronics,1143,1540
America,USA,1983,12,Q4,December,Hardware,1209,6468
America,USA,1984,12,Q4,December,Computers,1284,4476
America,USA,1985,12,Q4,December,Furniture,1398,7598
America,USA,1986,12,Q4,December,Home,1121,9362
America,USA,1987,12,Q4,December,Grossery,809,7788
America,USA,1988,12,Q4,December,Electronics,1408,3325
America,USA,1989,12,Q4,December,Electronics,963,1153
America,USA,1990,12,Q4,December,Hardware,990,665
America,USA,1991,12,Q4,December,Computers,1195,4279
America,USA,1992,12,Q4,December,Furniture,1167,4513
America,USA,1993,12,Q4,December,Home,1009,8309
America,USA,1994,12,Q4,December,Grossery,1161,734
America,USA,1995,12,Q4,December,Electronics,1046,3794
America,USA,1996,12,Q4,December,Electronics,1451,1386
America,USA,1997,12,Q4,December,Hardware,1172,6148
America,USA,1998,12,Q4,December,Computers,1282,7091
America,USA,1999,12,Q4,December,Furniture,908,246
America,USA,2000,12,Q4,December,Home,1126,6518
America,USA,2001,12,Q4,December,Grossery,1117,363
America,USA,2002,12,Q4,December,Electronics,1174,3426
America,USA,2003,12,Q4,December,Electronics,1382,2172
America,USA,2004,12,Q4,December,Hardware,1473,9508
America,USA,2005,12,Q4,December,Computers,1058,389
America,USA,2006,12,Q4,December,Furniture,1255,7797
America,USA,2007,12,Q4,December,Home,1212,9649
America,USA,2008,12,Q4,December,Grossery,1198,8789
America,USA,2009,12,Q4,December,Electronics,829,8064
America,USA,2010,12,Q4,December,Electronics,1016,6507
America,USA,2011,12,Q4,December,Hardware,924,6067
America,USA,2012,12,Q4,December,Computers,1140,2204
America,USA,2013,12,Q4,December,Furniture,1412,3171
America,USA,2014,12,Q4,December,Home,1456,6511
America,USA,2015,12,Q4,December,Grossery,1104,612
America,USA,2016,12,Q4,December,Electronics,1052,3028
America,USA,2017,12,Q4,December,Electronics,1375,974
America,Canada,1960,1,Q1,January,Electronics,1291,8491
America,Canada,1961,1,Q1,January,Electronics,1400,8048
America,Canada,1962,1,Q1,January,Hardware,1452,7683
America,Canada,1963,1,Q1,January,Computers,1104,7395
America,Canada,1964,1,Q1,January,Furniture,1065,6058
America,Canada,1965,1,Q1,January,Home,927,738
America,Canada,1966,1,Q1,January,Grossery,1125,2474
America,Canada,1967,1,Q1,January,Electronics,1089,9093
America,Canada,1968,1,Q1,January,Electronics,1369,5780
America,Canada,1969,1,Q1,January,Hardware,1144,960
America,Canada,1970,1,Q1,January,Computers,1316,7511
America,Canada,1971,1,Q1,January,Furniture,1143,6477
America,Canada,1972,1,Q1,January,Home,926,8185
America,Canada,1973,1,Q1,January,Grossery,925,6414
America,Canada,1974,1,Q1,January,Electronics,1327,4705
America,Canada,1975,1,Q1,January,Electronics,1296,744
America,Canada,1976,1,Q1,January,Hardware,1229,6236
America,Canada,1977,1,Q1,January,Computers,1209,2705
America,Canada,1978,1,Q1,January,Furniture,1173,8941
America,Canada,1979,1,Q1,January,Home,1459,6509
America,Canada,1980,1,Q1,January,Grossery,991,3576
America,Canada,1981,1,Q1,January,Electronics,1098,1208
America,Canada,1982,1,Q1,January,Electronics,849,5369
America,Canada,1983,1,Q1,January,Hardware,1145,4560
America,Canada,1984,1,Q1,January,Computers,1133,854
America,Canada,1985,1,Q1,January,Furniture,1367,4748
America,Canada,1986,1,Q1,January,Home,865,6598
America,Canada,1987,1,Q1,January,Grossery,1091,8978
America,Canada,1988,1,Q1,January,Electronics,800,7938
America,Canada,1989,1,Q1,January,Electronics,1216,451
America,Canada,1990,1,Q1,January,Hardware,1272,2710
America,Canada,1991,1,Q1,January,Computers,1013,6469
America,Canada,1992,1,Q1,January,Furniture,1281,5613
America,Canada,1993,1,Q1,January,Home,1239,8353
America,Canada,1994,1,Q1,January,Grossery,1305,3226
America,Canada,1995,1,Q1,January,Electronics,1362,8166
America,Canada,1996,1,Q1,January,Electronics,999,8964
America,Canada,1997,1,Q1,January,Hardware,862,4048
America,Canada,1998,1,Q1,January,Computers,1135,2290
America,Canada,1999,1,Q1,January,Furniture,1121,3649
America,Canada,2000,1,Q1,January,Home,1320,7506
America,Canada,2001,1,Q1,January,Grossery,913,1819
America,Canada,2002,1,Q1,January,Electronics,1282,9652
America,Canada,2003,1,Q1,January,Electronics,890,4414
America,Canada,2004,1,Q1,January,Hardware,851,2870
America,Canada,2005,1,Q1,January,Computers,1492,6533
America,Canada,2006,1,Q1,January,Furniture,1136,1338
America,Canada,2007,1,Q1,January,Home,1088,3778
America,Canada,2008,1,Q1,January,Grossery,1392,3358
America,Canada,2009,1,Q1,January,Electronics,1174,6056
America,Canada,2010,1,Q1,January,Electronics,1182,6247
America,Canada,2011,1,Q1,January,Hardware,1481,3662
America,Canada,2012,1,Q1,January,Computers,1249,7762
America,Canada,2013,1,Q1,January,Furniture,888,5218
America,Canada,2014,1,Q1,January,Home,1431,2390
America,Canada,2015,1,Q1,January,Grossery,1272,6455
America,Canada,2016,1,Q1,January,Electronics,895,877
America,Canada,2017,1,Q1,January,Electronics,1186,1088
America,Canada,1960,2,Q1,February,Electronics,988,1322
America,Canada,1961,2,Q1,February,Electronics,1398,2139
America,Canada,1962,2,Q1,February,Hardware,1382,4091
America,Canada,1963,2,Q1,February,Computers,813,8096
America,Canada,1964,2,Q1,February,Furniture,884,3407
America,Canada,1965,2,Q1,February,Home,1307,656
America,Canada,1966,2,Q1,February,Grossery,873,3285
America,Canada,1967,2,Q1,February,Electronics,1007,6805
America,Canada,1968,2,Q1,February,Electronics,1144,178
America,Canada,1969,2,Q1,February,Hardware,1186,1303
America,Canada,1970,2,Q1,February,Computers,1087,9911
America,Canada,1971,2,Q1,February,Furniture,936,3372
America,Canada,1972,2,Q1,February,Home,923,6101
America,Canada,1973,2,Q1,February,Grossery,995,5727
America,Canada,1974,2,Q1,February,Electronics,1048,6744
America,Canada,1975,2,Q1,February,Electronics,1092,8744
America,Canada,1976,2,Q1,February,Hardware,967,4898
America,Canada,1977,2,Q1,February,Computers,1004,8831
America,Canada,1978,2,Q1,February,Furniture,1407,6204
America,Canada,1979,2,Q1,February,Home,820,8420
America,Canada,1980,2,Q1,February,Grossery,1474,3715
America,Canada,1981,2,Q1,February,Electronics,838,5870
America,Canada,1982,2,Q1,February,Electronics,1490,4239
America,Canada,1983,2,Q1,February,Hardware,861,3013
America,Canada,1984,2,Q1,February,Computers,1061,7332
America,Canada,1985,2,Q1,February,Furniture,1414,2987
America,Canada,1986,2,Q1,February,Home,1020,9490
America,Canada,1987,2,Q1,February,Grossery,1224,2873
America,Canada,1988,2,Q1,February,Electronics,1396,3825
America,Canada,1989,2,Q1,February,Electronics,1308,7802
America,Canada,1990,2,Q1,February,Hardware,1005,7530
America,Canada,1991,2,Q1,February,Computers,916,3814
America,Canada,1992,2,Q1,February,Furniture,897,9376
America,Canada,1993,2,Q1,February,Home,928,6836
America,Canada,1994,2,Q1,February,Grossery,970,4381
America,Canada,1995,2,Q1,February,Electronics,1063,5093
America,Canada,1996,2,Q1,February,Electronics,847,2545
America,Canada,1997,2,Q1,February,Hardware,1467,5636
America,Canada,1998,2,Q1,February,Computers,1109,3875
America,Canada,1999,2,Q1,February,Furniture,1169,1276
America,Canada,2000,2,Q1,February,Home,1227,9751
America,Canada,2001,2,Q1,February,Grossery,1363,8823
America,Canada,2002,2,Q1,February,Electronics,1455,2440
America,Canada,2003,2,Q1,February,Electronics,1489,9261
America,Canada,2004,2,Q1,February,Hardware,1080,1598
America,Canada,2005,2,Q1,February,Computers,1280,2872
America,Canada,2006,2,Q1,February,Furniture,932,697
America,Canada,2007,2,Q1,February,Home,917,3567
America,Canada,2008,2,Q1,February,Grossery,1334,206
America,Canada,2009,2,Q1,February,Electronics,1382,2284
America,Canada,2010,2,Q1,February,Electronics,1404,2565
America,Canada,2011,2,Q1,February,Hardware,960,2346
America,Canada,2012,2,Q1,February,Computers,984,7303
America,Canada,2013,2,Q1,February,Furniture,1387,3157
America,Canada,2014,2,Q1,February,Home,1118,147
America,Canada,2015,2,Q1,February,Grossery,921,762
America,Canada,2016,2,Q1,February,Electronics,1017,2533
America,Canada,2017,2,Q1,February,Electronics,936,2099
America,Canada,1960,3,Q1,March,Electronics,1447,3697
America,Canada,1961,3,Q1,March,Electronics,1405,8692
America,Canada,1962,3,Q1,March,Hardware,1023,1532
America,Canada,1963,3,Q1,March,Computers,1180,4056
America,Canada,1964,3,Q1,March,Furniture,1122,5052
America,Canada,1965,3,Q1,March,Home,1054,9062
America,Canada,1966,3,Q1,March,Grossery,871,8400
America,Canada,1967,3,Q1,March,Electronics,1211,3815
America,Canada,1968,3,Q1,March,Electronics,1189,9576
America,Canada,1969,3,Q1,March,Hardware,1102,4629
America,Canada,1970,3,Q1,March,Computers,1419,4195
America,Canada,1971,3,Q1,March,Furniture,1010,2306
America,Canada,1972,3,Q1,March,Home,1041,2866
America,Canada,1973,3,Q1,March,Grossery,863,5812
America,Canada,1974,3,Q1,March,Electronics,1270,3739
America,Canada,1975,3,Q1,March,Electronics,1016,5238
America,Canada,1976,3,Q1,March,Hardware,1375,9271
America,Canada,1977,3,Q1,March,Computers,1061,9062
America,Canada,1978,3,Q1,March,Furniture,1205,4645
America,Canada,1979,3,Q1,March,Home,839,3822
America,Canada,1980,3,Q1,March,Grossery,1020,2448
America,Canada,1981,3,Q1,March,Electronics,1104,5918
America,Canada,1982,3,Q1,March,Electronics,1236,1644
America,Canada,1983,3,Q1,March,Hardware,1175,2685
America,Canada,1984,3,Q1,March,Computers,1321,4596
America,Canada,1985,3,Q1,March,Furniture,1130,1716
America,Canada,1986,3,Q1,March,Home,1012,5280
America,Canada,1987,3,Q1,March,Grossery,1492,8729
America,Canada,1988,3,Q1,March,Electronics,1166,2371
America,Canada,1989,3,Q1,March,Electronics,945,5351
America,Canada,1990,3,Q1,March,Hardware,946,501
America,Canada,1991,3,Q1,March,Computers,932,1916
America,Canada,1992,3,Q1,March,Furniture,877,6649
America,Canada,1993,3,Q1,March,Home,1332,8636
America,Canada,1994,3,Q1,March,Grossery,924,8870
America,Canada,1995,3,Q1,March,Electronics,1372,1843
America,Canada,1996,3,Q1,March,Electronics,1361,8438
America,Canada,1997,3,Q1,March,Hardware,955,5353
America,Canada,1998,3,Q1,March,Computers,1324,8210
America,Canada,1999,3,Q1,March,Furniture,1172,6518
America,Canada,2000,3,Q1,March,Home,1308,7924
America,Canada,2001,3,Q1,March,Grossery,1487,1949
America,Canada,2002,3,Q1,March,Electronics,1270,433
America,Canada,2003,3,Q1,March,Electronics,1191,3477
America,Canada,2004,3,Q1,March,Hardware,1492,2154
America,Canada,2005,3,Q1,March,Computers,1005,5296
America,Canada,2006,3,Q1,March,Furniture,1006,8430
America,Canada,2007,3,Q1,March,Home,1418,2856
America,Canada,2008,3,Q1,March,Grossery,1231,5723
America,Canada,2009,3,Q1,March,Electronics,804,8984
America,Canada,2010,3,Q1,March,Electronics,1142,5321
America,Canada,2011,3,Q1,March,Hardware,1394,5856
America,Canada,2012,3,Q1,March,Computers,1235,1712
America,Canada,2013,3,Q1,March,Furniture,1074,1228
America,Canada,2014,3,Q1,March,Home,1393,7856
America,Canada,2015,3,Q1,March,Grossery,806,9500
America,Canada,2016,3,Q1,March,Electronics,1351,6402
America,Canada,2017,3,Q1,March,Electronics,1437,1004
America,Canada,1960,4,Q2,April,Electronics,1072,8282
America,Canada,1961,4,Q2,April,Electronics,910,1652
America,Canada,1962,4,Q2,April,Hardware,1439,1893
America,Canada,1963,4,Q2,April,Computers,928,1656
America,Canada,1964,4,Q2,April,Furniture,1017,2588
America,Canada,1965,4,Q2,April,Home,1456,8785
America,Canada,1966,4,Q2,April,Grossery,1159,9107
America,Canada,1967,4,Q2,April,Electronics,1051,5109
America,Canada,1968,4,Q2,April,Electronics,1012,2761
America,Canada,1969,4,Q2,April,Hardware,984,247
America,Canada,1970,4,Q2,April,Computers,1167,457
America,Canada,1971,4,Q2,April,Furniture,921,9331
America,Canada,1972,4,Q2,April,Home,887,4233
America,Canada,1973,4,Q2,April,Grossery,1312,6212
America,Canada,1974,4,Q2,April,Electronics,1240,681
America,Canada,1975,4,Q2,April,Electronics,1272,4356
America,Canada,1976,4,Q2,April,Hardware,823,3753
America,Canada,1977,4,Q2,April,Computers,1445,9539
America,Canada,1978,4,Q2,April,Furniture,958,172
America,Canada,1979,4,Q2,April,Home,937,6873
America,Canada,1980,4,Q2,April,Grossery,1445,7246
America,Canada,1981,4,Q2,April,Electronics,1232,4787
America,Canada,1982,4,Q2,April,Electronics,836,7553
America,Canada,1983,4,Q2,April,Hardware,902,9736
America,Canada,1984,4,Q2,April,Computers,1397,5442
America,Canada,1985,4,Q2,April,Furniture,1081,153
America,Canada,1986,4,Q2,April,Home,1408,3081
America,Canada,1987,4,Q2,April,Grossery,882,9278
America,Canada,1988,4,Q2,April,Electronics,1092,8415
America,Canada,1989,4,Q2,April,Electronics,1085,5118
America,Canada,1990,4,Q2,April,Hardware,1360,6786
America,Canada,1991,4,Q2,April,Computers,1272,4569
America,Canada,1992,4,Q2,April,Furniture,886,2677
America,Canada,1993,4,Q2,April,Home,1332,4985
America,Canada,1994,4,Q2,April,Grossery,1188,1912
America,Canada,1995,4,Q2,April,Electronics,1197,1108
America,Canada,1996,4,Q2,April,Electronics,1265,8205
America,Canada,1997,4,Q2,April,Hardware,993,6720
America,Canada,1998,4,Q2,April,Computers,1329,6765
America,Canada,1999,4,Q2,April,Furniture,1173,4110
America,Canada,2000,4,Q2,April,Home,869,4581
America,Canada,2001,4,Q2,April,Grossery,901,7570
America,Canada,2002,4,Q2,April,Electronics,1176,9216
America,Canada,2003,4,Q2,April,Electronics,1073,3582
America,Canada,2004,4,Q2,April,Hardware,973,4845
America,Canada,2005,4,Q2,April,Computers,1396,3551
America,Canada,2006,4,Q2,April,Furniture,1212,3796
America,Canada,2007,4,Q2,April,Home,829,3249
America,Canada,2008,4,Q2,April,Grossery,1060,7748
America,Canada,2009,4,Q2,April,Electronics,1280,1263
America,Canada,2010,4,Q2,April,Electronics,1146,8595
America,Canada,2011,4,Q2,April,Hardware,888,605
America,Canada,2012,4,Q2,April,Computers,1076,7007
America,Canada,2013,4,Q2,April,Furniture,1441,1087
America,Canada,2014,4,Q2,April,Home,1431,6458
America,Canada,2015,4,Q2,April,Grossery,1383,2760
America,Canada,2016,4,Q2,April,Electronics,957,1648
America,Canada,2017,4,Q2,April,Electronics,1300,6538
America,Canada,1960,5,Q2,May,Electronics,1145,8438
America,Canada,1961,5,Q2,May,Electronics,864,5620
America,Canada,1962,5,Q2,May,Hardware,1332,2600
America,Canada,1963,5,Q2,May,Computers,1162,9179
America,Canada,1964,5,Q2,May,Furniture,1302,6552
America,Canada,1965,5,Q2,May,Home,1240,7874
America,Canada,1966,5,Q2,May,Grossery,827,4677
America,Canada,1967,5,Q2,May,Electronics,1209,4495
America,Canada,1968,5,Q2,May,Electronics,1290,5964
America,Canada,1969,5,Q2,May,Hardware,866,1203
America,Canada,1970,5,Q2,May,Computers,808,8268
America,Canada,1971,5,Q2,May,Furniture,1066,689
America,Canada,1972,5,Q2,May,Home,937,2985
America,Canada,1973,5,Q2,May,Grossery,1391,1128
America,Canada,1974,5,Q2,May,Electronics,856,1607
America,Canada,1975,5,Q2,May,Electronics,902,4409
America,Canada,1976,5,Q2,May,Hardware,1014,8304
America,Canada,1977,5,Q2,May,Computers,1139,3205
America,Canada,1978,5,Q2,May,Furniture,1313,5046
America,Canada,1979,5,Q2,May,Home,1395,4172
America,Canada,1980,5,Q2,May,Grossery,880,5264
America,Canada,1981,5,Q2,May,Electronics,1354,8290
America,Canada,1982,5,Q2,May,Electronics,1018,5415
America,Canada,1983,5,Q2,May,Hardware,1224,7999
America,Canada,1984,5,Q2,May,Computers,1391,863
America,Canada,1985,5,Q2,May,Furniture,1005,5127
America,Canada,1986,5,Q2,May,Home,930,6323
America,Canada,1987,5,Q2,May,Grossery,903,5916
America,Canada,1988,5,Q2,May,Electronics,1051,3829
America,Canada,1989,5,Q2,May,Electronics,1401,9585
America,Canada,1990,5,Q2,May,Hardware,833,5833
America,Canada,1991,5,Q2,May,Computers,1141,5703
America,Canada,1992,5,Q2,May,Furniture,1311,4202
America,Canada,1993,5,Q2,May,Home,852,5766
America,Canada,1994,5,Q2,May,Grossery,1370,7333
America,Canada,1995,5,Q2,May,Electronics,1135,2162
America,Canada,1996,5,Q2,May,Electronics,1357,7046
America,Canada,1997,5,Q2,May,Hardware,861,1212
America,Canada,1998,5,Q2,May,Computers,979,8079
America,Canada,1999,5,Q2,May,Furniture,1057,6768
America,Canada,2000,5,Q2,May,Home,806,6294
America,Canada,2001,5,Q2,May,Grossery,1498,398
America,Canada,2002,5,Q2,May,Electronics,837,4549
America,Canada,2003,5,Q2,May,Electronics,870,4735
America,Canada,2004,5,Q2,May,Hardware,1431,4687
America,Canada,2005,5,Q2,May,Computers,1355,7516
America,Canada,2006,5,Q2,May,Furniture,1445,1336
America,Canada,2007,5,Q2,May,Home,1085,2270
America,Canada,2008,5,Q2,May,Grossery,1341,4378
America,Canada,2009,5,Q2,May,Electronics,1485,9301
America,Canada,2010,5,Q2,May,Electronics,1442,2023
America,Canada,2011,5,Q2,May,Hardware,1166,731
America,Canada,2012,5,Q2,May,Computers,1452,2627
America,Canada,2013,5,Q2,May,Furniture,1000,3765
America,Canada,2014,5,Q2,May,Home,972,7231
America,Canada,2015,5,Q2,May,Grossery,1271,3218
America,Canada,2016,5,Q2,May,Electronics,1322,1557
America,Canada,2017,5,Q2,May,Electronics,878,1722
America,Canada,1960,6,Q2,June,Electronics,1183,2619
America,Canada,1961,6,Q2,June,Electronics,1221,4755
America,Canada,1962,6,Q2,June,Hardware,1436,1531
America,Canada,1963,6,Q2,June,Computers,1292,6054
America,Canada,1964,6,Q2,June,Furniture,1078,6462
America,Canada,1965,6,Q2,June,Home,966,2550
America,Canada,1966,6,Q2,June,Grossery,1359,1503
America,Canada,1967,6,Q2,June,Electronics,1138,282
America,Canada,1968,6,Q2,June,Electronics,1145,9505
America,Canada,1969,6,Q2,June,Hardware,821,2722
America,Canada,1970,6,Q2,June,Computers,1082,729
America,Canada,1971,6,Q2,June,Furniture,807,9644
America,Canada,1972,6,Q2,June,Home,1001,3673
America,Canada,1973,6,Q2,June,Grossery,990,7125
America,Canada,1974,6,Q2,June,Electronics,835,2711
America,Canada,1975,6,Q2,June,Electronics,958,3674
America,Canada,1976,6,Q2,June,Hardware,908,242
America,Canada,1977,6,Q2,June,Computers,1292,9740
America,Canada,1978,6,Q2,June,Furniture,1184,3074
America,Canada,1979,6,Q2,June,Home,1119,4670
America,Canada,1980,6,Q2,June,Grossery,822,5407
America,Canada,1981,6,Q2,June,Electronics,1128,3425
America,Canada,1982,6,Q2,June,Electronics,1318,988
America,Canada,1983,6,Q2,June,Hardware,1243,6328
America,Canada,1984,6,Q2,June,Computers,1471,4391
America,Canada,1985,6,Q2,June,Furniture,1072,1060
America,Canada,1986,6,Q2,June,Home,1126,8910
America,Canada,1987,6,Q2,June,Grossery,1088,950
America,Canada,1988,6,Q2,June,Electronics,1153,4503
America,Canada,1989,6,Q2,June,Electronics,1284,9875
America,Canada,1990,6,Q2,June,Hardware,888,7951
America,Canada,1991,6,Q2,June,Computers,1387,9984
America,Canada,1992,6,Q2,June,Furniture,999,1910
America,Canada,1993,6,Q2,June,Home,1036,1969
America,Canada,1994,6,Q2,June,Grossery,938,3781
America,Canada,1995,6,Q2,June,Electronics,805,5233
America,Canada,1996,6,Q2,June,Electronics,895,7559
America,Canada,1997,6,Q2,June,Hardware,1177,119
America,Canada,1998,6,Q2,June,Computers,811,7261
America,Canada,1999,6,Q2,June,Furniture,1123,6861
America,Canada,2000,6,Q2,June,Home,1423,3439
America,Canada,2001,6,Q2,June,Grossery,1240,6649
America,Canada,2002,6,Q2,June,Electronics,818,3504
America,Canada,2003,6,Q2,June,Electronics,1480,6638
America,Canada,2004,6,Q2,June,Hardware,1405,3050
America,Canada,2005,6,Q2,June,Computers,985,2368
America,Canada,2006,6,Q2,June,Furniture,1185,636
America,Canada,2007,6,Q2,June,Home,1327,5253
America,Canada,2008,6,Q2,June,Grossery,1433,680
America,Canada,2009,6,Q2,June,Electronics,1140,202
America,Canada,2010,6,Q2,June,Electronics,1367,6718
America,Canada,2011,6,Q2,June,Hardware,831,1320
America,Canada,2012,6,Q2,June,Computers,1439,9787
America,Canada,2013,6,Q2,June,Furniture,970,1037
America,Canada,2014,6,Q2,June,Home,1216,2618
America,Canada,2015,6,Q2,June,Grossery,1497,9352
America,Canada,2016,6,Q2,June,Electronics,887,7005
America,Canada,2017,6,Q2,June,Electronics,1176,1241
America,Canada,1960,7,Q3,July,Electronics,860,4442
America,Canada,1961,7,Q3,July,Electronics,1242,4076
America,Canada,1962,7,Q3,July,Hardware,1237,7318
America,Canada,1963,7,Q3,July,Computers,1392,3465
America,Canada,1964,7,Q3,July,Furniture,938,7402
America,Canada,1965,7,Q3,July,Home,1293,3501
America,Canada,1966,7,Q3,July,Grossery,1255,7163
America,Canada,1967,7,Q3,July,Electronics,1444,6788
America,Canada,1968,7,Q3,July,Electronics,1035,1607
America,Canada,1969,7,Q3,July,Hardware,1385,4109
America,Canada,1970,7,Q3,July,Computers,918,1950
America,Canada,1971,7,Q3,July,Furniture,1006,7122
America,Canada,1972,7,Q3,July,Home,1047,4543
America,Canada,1973,7,Q3,July,Grossery,1030,1000
America,Canada,1974,7,Q3,July,Electronics,1216,1356
America,Canada,1975,7,Q3,July,Electronics,1040,7058
America,Canada,1976,7,Q3,July,Hardware,1402,5835
America,Canada,1977,7,Q3,July,Computers,1344,7444
America,Canada,1978,7,Q3,July,Furniture,1294,3646
America,Canada,1979,7,Q3,July,Home,1402,7784
America,Canada,1980,7,Q3,July,Grossery,1476,5434
America,Canada,1981,7,Q3,July,Electronics,1494,7500
America,Canada,1982,7,Q3,July,Electronics,1191,6153
America,Canada,1983,7,Q3,July,Hardware,914,5281
America,Canada,1984,7,Q3,July,Computers,812,6326
America,Canada,1985,7,Q3,July,Furniture,961,6511
America,Canada,1986,7,Q3,July,Home,828,4292
America,Canada,1987,7,Q3,July,Grossery,1199,6690
America,Canada,1988,7,Q3,July,Electronics,1087,4125
America,Canada,1989,7,Q3,July,Electronics,1469,497
America,Canada,1990,7,Q3,July,Hardware,802,7277
America,Canada,1991,7,Q3,July,Computers,926,3646
America,Canada,1992,7,Q3,July,Furniture,927,5625
America,Canada,1993,7,Q3,July,Home,1232,932
America,Canada,1994,7,Q3,July,Grossery,1185,7692
America,Canada,1995,7,Q3,July,Electronics,945,8123
America,Canada,1996,7,Q3,July,Electronics,1332,9622
America,Canada,1997,7,Q3,July,Hardware,1356,3808
America,Canada,1998,7,Q3,July,Computers,1255,3102
America,Canada,1999,7,Q3,July,Furniture,1205,5983
America,Canada,2000,7,Q3,July,Home,1146,3888
America,Canada,2001,7,Q3,July,Grossery,1500,4105
America,Canada,2002,7,Q3,July,Electronics,1168,725
America,Canada,2003,7,Q3,July,Electronics,977,7285
America,Canada,2004,7,Q3,July,Hardware,1136,164
America,Canada,2005,7,Q3,July,Computers,818,3854
America,Canada,2006,7,Q3,July,Furniture,919,3990
America,Canada,2007,7,Q3,July,Home,1270,2829
America,Canada,2008,7,Q3,July,Grossery,823,6835
America,Canada,2009,7,Q3,July,Electronics,1475,8078
America,Canada,2010,7,Q3,July,Electronics,1347,164
America,Canada,2011,7,Q3,July,Hardware,1309,8201
America,Canada,2012,7,Q3,July,Computers,1473,6997
America,Canada,2013,7,Q3,July,Furniture,1194,1503
America,Canada,2014,7,Q3,July,Home,1011,4965
America,Canada,2015,7,Q3,July,Grossery,1154,6169
America,Canada,2016,7,Q3,July,Electronics,1058,3255
America,Canada,2017,7,Q3,July,Electronics,1359,3528
America,Canada,1960,8,Q3,August,Electronics,1210,3593
America,Canada,1961,8,Q3,August,Electronics,1080,740
America,Canada,1962,8,Q3,August,Hardware,1135,5463
America,Canada,1963,8,Q3,August,Computers,991,3946
America,Canada,1964,8,Q3,August,Furniture,1064,9281
America,Canada,1965,8,Q3,August,Home,1017,6195
America,Canada,1966,8,Q3,August,Grossery,1007,8889
America,Canada,1967,8,Q3,August,Electronics,838,4499
America,Canada,1968,8,Q3,August,Electronics,1207,6328
America,Canada,1969,8,Q3,August,Hardware,1348,9592
America,Canada,1970,8,Q3,August,Computers,1149,8134
America,Canada,1971,8,Q3,August,Furniture,887,4431
America,Canada,1972,8,Q3,August,Home,1367,6274
America,Canada,1973,8,Q3,August,Grossery,1158,9250
America,Canada,1974,8,Q3,August,Electronics,1136,6421
America,Canada,1975,8,Q3,August,Electronics,1033,4713
America,Canada,1976,8,Q3,August,Hardware,1248,9730
